id,ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
168,TICKET-1168,High,open,Security,Laptop not turning on,User reported an IT issue requiring support team assistance.,2024-02-03,2024-02-08,soc_user,2024-02-03 00:00:00
169,TICKET-1169,Low,resolved,Access,VPN not connecting,User reported an IT issue requiring support team assistance.,2025-06-01,2025-06-01,it_support,2025-06-01 00:00:00
170,TICKET-1170,Low,resolved,Email,Password reset request,User reported an IT issue requiring support team assistance.,2024-04-07,2024-04-08,analyst1,2024-04-07 00:00:00
171,TICKET-1171,High,resolved,Email,Security alert investigation,User reported an IT issue requiring support team assistance.,2025-10-25,2025-10-30,admin,2025-10-25 00:00:00
172,TICKET-1172,Critical,resolved,Network,Printer not working,User reported an IT issue requiring support team assistance.,2025-06-20,2025-06-29,it_support,2025-06-20 00:00:00
173,TICKET-1173,Low,open,Hardware,VPN not connecting,User reported an IT issue requiring support team assistance.,2025-03-14,2025-03-19,soc_user,2025-03-14 00:00:00
174,TICKET-1174,Critical,open,Network,Email not syncing,User reported an IT issue requiring support team assistance.,2025-09-08,2025-09-17,admin,2025-09-08 00:00:00
175,TICKET-1175,Low,closed,Software,Slow system performance,User reported an IT issue requiring support team assistance.,2025-11-18,2025-11-25,soc_user,2025-11-18 00:00:00
176,TICKET-1176,High,resolved,Hardware,Network connectivity issue,User reported an IT issue requiring support team assistance.,2024-01-21,2024-01-26,analyst2,2024-01-21 00:00:00
177,TICKET-1177,Critical,in_progress,Software,Email not syncing,User reported an IT issue requiring support team assistance.,2024-08-07,2024-08-08,analyst2,2024-08-07 00:00:00
178,TICKET-1178,Critical,open,Hardware,Printer not working,User reported an IT issue requiring support team assistance.,2025-04-29,2025-05-06,it_support,2025-04-29 00:00:00
179,TICKET-1179,High,in_progress,Network,Security alert investigation,User reported an IT issue requiring support team assistance.,2024-09-11,2024-09-15,it_support,2024-09-11 00:00:00
180,TICKET-1180,Low,resolved,Email,Slow system performance,User reported an IT issue requiring support team assistance.,2025-06-01,2025-06-07,it_support,2025-06-01 00:00:00
181,TICKET-1181,Low,resolved,Email,Security alert investigation,User reported an IT issue requiring support team assistance.,2024-11-29,2024-12-07,analyst1,2024-11-29 00:00:00
182,TICKET-1182,Critical,open,Security,Printer not working,User reported an IT issue requiring support team assistance.,2024-08-05,2024-08-14,analyst1,2024-08-05 00:00:00
183,TICKET-1183,High,open,Email,Security alert investigation,User reported an IT issue requiring support team assistance.,2025-03-28,2025-04-03,analyst1,2025-03-28 00:00:00
184,TICKET-1184,Medium,resolved,Access,Password reset request,User reported an IT issue requiring support team assistance.,2025-02-28,2025-03-09,analyst1,2025-02-28 00:00:00
185,TICKET-1185,Critical,in_progress,Security,Password reset request,User reported an IT issue requiring support team assistance.,2024-11-05,2024-11-12,soc_user,2024-11-05 00:00:00
186,TICKET-1186,Medium,in_progress,Hardware,Email not syncing,User reported an IT issue requiring support team assistance.,2025-07-11,2025-07-19,analyst2,2025-07-11 00:00:00
187,TICKET-1187,Low,open,Network,Slow system performance,User reported an IT issue requiring support team assistance.,2024-02-02,2024-02-12,admin,2024-02-02 00:00:00
188,TICKET-1188,Medium,in_progress,Access,VPN not connecting,User reported an IT issue requiring support team assistance.,2025-04-28,2025-05-06,soc_user,2025-04-28 00:00:00
189,TICKET-1189,Critical,resolved,Software,Printer not working,User reported an IT issue requiring support team assistance.,2025-02-22,2025-03-02,it_support,2025-02-22 00:00:00
190,TICKET-1190,Critical,in_progress,Security,VPN not connecting,User reported an IT issue requiring support team assistance.,2025-03-21,2025-03-22,analyst1,2025-03-21 00:00:00
191,TICKET-1191,Critical,in_progress,Hardware,Slow system performance,User reported an IT issue requiring support team assistance.,2024-12-27,2024-12-31,soc_user,2024-12-27 00:00:00
192,TICKET-1192,Critical,closed,Software,Network connectivity issue,User reported an IT issue requiring support team assistance.,2025-06-09,2025-06-15,it_support,2025-06-09 00:00:00
193,TICKET-1193,Medium,open,Email,Software installation request,User reported an IT issue requiring support team assistance.,2024-08-10,2024-08-15,analyst2,2024-08-10 00:00:00
194,TICKET-1194,Medium,in_progress,Software,Software installation request,User reported an IT issue requiring support team assistance.,2024-03-18,2024-03-26,admin,2024-03-18 00:00:00
195,TICKET-1195,High,open,Hardware,Printer not working,User reported an IT issue requiring support team assistance.,2025-08-04,2025-08-08,it_support,2025-08-04 00:00:00
196,TICKET-1196,Critical,resolved,Security,System access issue,User reported an IT issue requiring support team assistance.,2024-05-21,2024-05-22,admin,2024-05-21 00:00:00
197,TICKET-1197,High,open,Access,Network connectivity issue,User reported an IT issue requiring support team assistance.,2025-07-15,2025-07-16,analyst1,2025-07-15 00:00:00
198,TICKET-1198,Critical,resolved,Network,Slow system performance,User reported an IT issue requiring support team assistance.,2024-04-05,2024-04-09,analyst2,2024-04-05 00:00:00
199,TICKET-1199,High,open,Security,Network connectivity issue,User reported an IT issue requiring support team assistance.,2025-10-18,2025-10-21,analyst2,2025-10-18 00:00:00
200,TICKET-1200,High,open,Hardware,Security alert investigation,User reported an IT issue requiring support team assistance.,2024-12-01,2024-12-04,admin,2024-12-01 00:00:00
201,TICKET-1201,Medium,in_progress,Network,Network connectivity issue,User reported an IT issue requiring support team assistance.,2025-02-07,2025-02-07,analyst1,2025-02-07 00:00:00
202,TICKET-1202,High,closed,Software,Network connectivity issue,User reported an IT issue requiring support team assistance.,2025-01-26,2025-01-26,it_support,2025-01-26 00:00:00
203,TICKET-1203,Medium,in_progress,Email,Laptop not turning on,User reported an IT issue requiring support team assistance.,2025-08-23,2025-08-29,analyst2,2025-08-23 00:00:00
204,TICKET-1204,High,resolved,Software,System access issue,User reported an IT issue requiring support team assistance.,2024-07-19,2024-07-24,soc_user,2024-07-19 00:00:00
205,TICKET-1205,Critical,closed,Email,Software installation request,User reported an IT issue requiring support team assistance.,2025-01-19,2025-01-23,admin,2025-01-19 00:00:00
206,TICKET-1206,Critical,in_progress,Email,Security alert investigation,User reported an IT issue requiring support team assistance.,2024-09-11,2024-09-17,analyst1,2024-09-11 00:00:00
207,TICKET-1207,High,resolved,Network,Printer not working,User reported an IT issue requiring support team assistance.,2024-09-21,2024-09-21,analyst2,2024-09-21 00:00:00
208,TICKET-1208,Low,in_progress,Email,Laptop not turning on,User reported an IT issue requiring support team assistance.,2025-11-05,2025-11-05,it_support,2025-11-05 00:00:00
209,TICKET-1209,Medium,closed,Hardware,Security alert investigation,User reported an IT issue requiring support team assistance.,2024-07-20,2024-07-23,analyst2,2024-07-20 00:00:00
210,TICKET-1210,Medium,in_progress,Security,Email not syncing,User reported an IT issue requiring support team assistance.,2024-09-23,2024-09-26,it_support,2024-09-23 00:00:00
211,TICKET-1211,Critical,in_progress,Network,Password reset request,User reported an IT issue requiring support team assistance.,2025-03-31,2025-04-07,analyst1,2025-03-31 00:00:00
212,TICKET-1212,Medium,resolved,Access,Software installation request,User reported an IT issue requiring support team assistance.,2024-10-24,2024-10-26,analyst1,2024-10-24 00:00:00
213,TICKET-1213,High,closed,Network,VPN not connecting,User reported an IT issue requiring support team assistance.,2025-07-25,2025-08-01,analyst1,2025-07-25 00:00:00
214,TICKET-1214,Critical,closed,Software,Security alert investigation,User reported an IT issue requiring support team assistance.,2024-01-14,2024-01-18,analyst1,2024-01-14 00:00:00
215,TICKET-1215,Critical,open,Hardware,Email not syncing,User reported an IT issue requiring support team assistance.,2025-01-30,2025-02-05,analyst2,2025-01-30 00:00:00
216,TICKET-1216,High,in_progress,Access,Laptop not turning on,User reported an IT issue requiring support team assistance.,2025-10-27,2025-11-05,admin,2025-10-27 00:00:00
217,TICKET-1217,Critical,in_progress,Hardware,Security alert investigation,User reported an IT issue requiring support team assistance.,2025-10-30,2025-11-08,admin,2025-10-30 00:00:00
218,TICKET-1218,Critical,open,Access,Password reset request,User reported an IT issue requiring support team assistance.,2025-08-07,2025-08-07,analyst2,2025-08-07 00:00:00
219,TICKET-1219,High,in_progress,Software,Printer not working,User reported an IT issue requiring support team assistance.,2025-01-20,2025-01-20,it_support,2025-01-20 00:00:00
220,TICKET-1220,Critical,resolved,Network,System access issue,User reported an IT issue requiring support team assistance.,2025-09-14,2025-09-22,analyst1,2025-09-14 00:00:00
221,TICKET-1221,Critical,closed,Security,Security alert investigation,User reported an IT issue requiring support team assistance.,2025-05-04,2025-05-12,it_support,2025-05-04 00:00:00
222,TICKET-1222,Low,closed,Network,Password reset request,User reported an IT issue requiring support team assistance.,2025-04-23,2025-04-24,analyst2,2025-04-23 00:00:00
223,TICKET-1223,Medium,resolved,Hardware,VPN not connecting,User reported an IT issue requiring support team assistance.,2025-06-24,2025-06-29,it_support,2025-06-24 00:00:00
224,TICKET-1224,High,closed,Email,Password reset request,User reported an IT issue requiring support team assistance.,2025-02-28,2025-03-04,it_support,2025-02-28 00:00:00
225,TICKET-1225,Medium,open,Email,VPN not connecting,User reported an IT issue requiring support team assistance.,2025-05-29,2025-06-08,analyst1,2025-05-29 00:00:00
226,TICKET-1226,Medium,resolved,Software,System access issue,User reported an IT issue requiring support team assistance.,2025-10-07,2025-10-16,it_support,2025-10-07 00:00:00
227,TICKET-1227,Critical,resolved,Access,Slow system performance,User reported an IT issue requiring support team assistance.,2025-11-19,2025-11-25,analyst1,2025-11-19 00:00:00
228,TICKET-1228,Medium,resolved,Email,Network connectivity issue,User reported an IT issue requiring support team assistance.,2024-07-02,2024-07-04,it_support,2024-07-02 00:00:00
229,TICKET-1229,Medium,open,Security,Network connectivity issue,User reported an IT issue requiring support team assistance.,2025-05-12,2025-05-22,soc_user,2025-05-12 00:00:00
230,TICKET-1230,High,in_progress,Email,System access issue,User reported an IT issue requiring support team assistance.,2024-01-06,2024-01-10,analyst1,2024-01-06 00:00:00
231,TICKET-1231,Medium,closed,Network,Slow system performance,User reported an IT issue requiring support team assistance.,2025-03-22,2025-03-28,it_support,2025-03-22 00:00:00
232,TICKET-1232,Low,resolved,Hardware,Email not syncing,User reported an IT issue requiring support team assistance.,2024-01-21,2024-01-31,admin,2024-01-21 00:00:00
233,TICKET-1233,Critical,in_progress,Software,Laptop not turning on,User reported an IT issue requiring support team assistance.,2025-01-31,2025-02-05,soc_user,2025-01-31 00:00:00
234,TICKET-1234,Low,closed,Email,Software installation request,User reported an IT issue requiring support team assistance.,2025-10-15,2025-10-18,it_support,2025-10-15 00:00:00
235,TICKET-1235,Medium,resolved,Network,Software installation request,User reported an IT issue requiring support team assistance.,2025-07-11,2025-07-18,analyst1,2025-07-11 00:00:00
236,TICKET-1236,Medium,resolved,Software,System access issue,User reported an IT issue requiring support team assistance.,2025-02-08,2025-02-10,analyst2,2025-02-08 00:00:00
237,TICKET-1237,Low,closed,Email,VPN not connecting,User reported an IT issue requiring support team assistance.,2024-06-14,2024-06-17,admin,2024-06-14 00:00:00
238,TICKET-1238,Medium,open,Hardware,Security alert investigation,User reported an IT issue requiring support team assistance.,2024-02-14,2024-02-21,it_support,2024-02-14 00:00:00
239,TICKET-1239,Critical,in_progress,Hardware,Network connectivity issue,User reported an IT issue requiring support team assistance.,2024-11-29,2024-12-02,admin,2024-11-29 00:00:00
240,TICKET-1240,High,closed,Software,Network connectivity issue,User reported an IT issue requiring support team assistance.,2024-07-04,2024-07-10,soc_user,2024-07-04 00:00:00
241,TICKET-1241,Low,closed,Hardware,Software installation request,User reported an IT issue requiring support team assistance.,2024-12-06,2024-12-13,analyst1,2024-12-06 00:00:00
242,TICKET-1242,Critical,in_progress,Hardware,VPN not connecting,User reported an IT issue requiring support team assistance.,2024-11-24,2024-11-29,soc_user,2024-11-24 00:00:00
243,TICKET-1243,Low,closed,Network,Laptop not turning on,User reported an IT issue requiring support team assistance.,2025-01-28,2025-02-07,soc_user,2025-01-28 00:00:00
244,TICKET-1244,Medium,in_progress,Access,Security alert investigation,User reported an IT issue requiring support team assistance.,2025-04-13,2025-04-15,soc_user,2025-04-13 00:00:00
245,TICKET-1245,Low,closed,Access,Slow system performance,User reported an IT issue requiring support team assistance.,2024-12-07,2024-12-16,it_support,2024-12-07 00:00:00
246,TICKET-1246,Critical,in_progress,Hardware,Network connectivity issue,User reported an IT issue requiring support team assistance.,2024-05-11,2024-05-17,analyst1,2024-05-11 00:00:00
247,TICKET-1247,Low,open,Access,VPN not connecting,User reported an IT issue requiring support team assistance.,2025-04-09,2025-04-12,admin,2025-04-09 00:00:00
248,TICKET-1248,Critical,in_progress,Software,Network connectivity issue,User reported an IT issue requiring support team assistance.,2025-05-24,2025-05-25,it_support,2025-05-24 00:00:00
249,TICKET-1249,Medium,in_progress,Network,Email not syncing,User reported an IT issue requiring support team assistance.,2024-04-15,2024-04-24,analyst1,2024-04-15 00:00:00
250,TICKET-1250,Low,in_progress,Access,Laptop not turning on,User reported an IT issue requiring support team assistance.,2024-12-04,2024-12-06,admin,2024-12-04 00:00:00
251,TICKET-1251,Medium,closed,Access,Security alert investigation,User reported an IT issue requiring support team assistance.,2024-05-29,2024-05-31,it_support,2024-05-29 00:00:00
252,TICKET-1252,Medium,in_progress,Hardware,Security alert investigation,User reported an IT issue requiring support team assistance.,2024-12-18,2024-12-24,analyst1,2024-12-18 00:00:00
253,TICKET-1253,Critical,resolved,Email,Slow system performance,User reported an IT issue requiring support team assistance.,2025-03-13,2025-03-21,analyst1,2025-03-13 00:00:00
254,TICKET-1254,Critical,closed,Software,Email not syncing,User reported an IT issue requiring support team assistance.,2024-04-14,2024-04-15,analyst1,2024-04-14 00:00:00
255,TICKET-1255,Critical,closed,Software,Security alert investigation,User reported an IT issue requiring support team assistance.,2024-03-22,2024-03-23,analyst2,2024-03-22 00:00:00
256,TICKET-1256,High,in_progress,Email,VPN not connecting,User reported an IT issue requiring support team assistance.,2024-01-13,2024-01-19,analyst1,2024-01-13 00:00:00
257,TICKET-1257,Low,resolved,Hardware,System access issue,User reported an IT issue requiring support team assistance.,2024-06-19,2024-06-23,it_support,2024-06-19 00:00:00
258,TICKET-1258,High,open,Security,Printer not working,User reported an IT issue requiring support team assistance.,2025-02-19,2025-02-26,admin,2025-02-19 00:00:00
259,TICKET-1259,Medium,in_progress,Hardware,Slow system performance,User reported an IT issue requiring support team assistance.,2025-02-05,2025-02-13,soc_user,2025-02-05 00:00:00
260,TICKET-1260,Critical,closed,Software,VPN not connecting,User reported an IT issue requiring support team assistance.,2024-09-16,2024-09-22,analyst1,2024-09-16 00:00:00
261,TICKET-1261,Medium,open,Network,System access issue,User reported an IT issue requiring support team assistance.,2024-07-28,2024-07-30,admin,2024-07-28 00:00:00
262,TICKET-1262,Low,open,Software,Network connectivity issue,User reported an IT issue requiring support team assistance.,2024-04-05,2024-04-05,soc_user,2024-04-05 00:00:00
263,TICKET-1263,Critical,resolved,Security,VPN not connecting,User reported an IT issue requiring support team assistance.,2024-02-03,2024-02-06,admin,2024-02-03 00:00:00
264,TICKET-1264,Medium,in_progress,Email,Laptop not turning on,User reported an IT issue requiring support team assistance.,2024-10-23,2024-11-02,analyst1,2024-10-23 00:00:00
265,TICKET-1265,Critical,in_progress,Hardware,Network connectivity issue,User reported an IT issue requiring support team assistance.,2025-06-13,2025-06-21,analyst1,2025-06-13 00:00:00
266,TICKET-1266,High,in_progress,Hardware,Slow system performance,User reported an IT issue requiring support team assistance.,2024-03-04,2024-03-04,analyst1,2024-03-04 00:00:00
267,TICKET-1267,High,open,Access,Slow system performance,User reported an IT issue requiring support team assistance.,2024-09-17,2024-09-21,admin,2024-09-17 00:00:00
268,TICKET-1268,Medium,in_progress,Hardware,Password reset request,User reported an IT issue requiring support team assistance.,2024-03-14,2024-03-17,admin,2024-03-14 00:00:00
269,TICKET-1269,Medium,resolved,Access,Software installation request,User reported an IT issue requiring support team assistance.,2024-03-20,2024-03-27,analyst2,2024-03-20 00:00:00
270,TICKET-1270,High,in_progress,Network,Security alert investigation,User reported an IT issue requiring support team assistance.,2024-11-24,2024-11-26,admin,2024-11-24 00:00:00
271,TICKET-1271,Medium,in_progress,Software,Printer not working,User reported an IT issue requiring support team assistance.,2025-10-26,2025-11-05,analyst2,2025-10-26 00:00:00
272,TICKET-1272,Critical,resolved,Software,Laptop not turning on,User reported an IT issue requiring support team assistance.,2024-09-18,2024-09-18,it_support,2024-09-18 00:00:00
273,TICKET-1273,Critical,resolved,Email,Laptop not turning on,User reported an IT issue requiring support team assistance.,2024-11-23,2024-12-02,admin,2024-11-23 00:00:00
274,TICKET-1274,High,resolved,Access,Software installation request,User reported an IT issue requiring support team assistance.,2024-06-18,2024-06-21,analyst2,2024-06-18 00:00:00
275,TICKET-1275,High,in_progress,Security,Network connectivity issue,User reported an IT issue requiring support team assistance.,2025-08-07,2025-08-07,admin,2025-08-07 00:00:00
276,TICKET-1276,Critical,in_progress,Network,VPN not connecting,User reported an IT issue requiring support team assistance.,2025-04-14,2025-04-16,analyst2,2025-04-14 00:00:00
277,TICKET-1277,High,resolved,Security,Password reset request,User reported an IT issue requiring support team assistance.,2024-03-20,2024-03-22,soc_user,2024-03-20 00:00:00
278,TICKET-1278,High,in_progress,Network,Security alert investigation,User reported an IT issue requiring support team assistance.,2025-01-19,2025-01-23,admin,2025-01-19 00:00:00
279,TICKET-1279,Medium,in_progress,Network,Printer not working,User reported an IT issue requiring support team assistance.,2024-03-23,2024-03-25,analyst1,2024-03-23 00:00:00
280,TICKET-1280,High,open,Security,VPN not connecting,User reported an IT issue requiring support team assistance.,2024-12-07,2024-12-12,admin,2024-12-07 00:00:00
281,TICKET-1281,Low,resolved,Network,Slow system performance,User reported an IT issue requiring support team assistance.,2025-10-26,2025-10-27,soc_user,2025-10-26 00:00:00
282,TICKET-1282,Low,open,Access,Security alert investigation,User reported an IT issue requiring support team assistance.,2025-03-04,2025-03-10,analyst2,2025-03-04 00:00:00
283,TICKET-1283,Medium,open,Hardware,Software installation request,User reported an IT issue requiring support team assistance.,2025-04-03,2025-04-10,analyst1,2025-04-03 00:00:00
284,TICKET-1284,High,in_progress,Hardware,Slow system performance,User reported an IT issue requiring support team assistance.,2024-06-09,2024-06-12,soc_user,2024-06-09 00:00:00
285,TICKET-1285,Medium,resolved,Security,Email not syncing,User reported an IT issue requiring support team assistance.,2024-11-02,2024-11-11,soc_user,2024-11-02 00:00:00
286,TICKET-1286,High,open,Network,Slow system performance,User reported an IT issue requiring support team assistance.,2025-08-11,2025-08-19,analyst2,2025-08-11 00:00:00
287,TICKET-1287,Critical,open,Software,Security alert investigation,User reported an IT issue requiring support team assistance.,2025-01-16,2025-01-17,it_support,2025-01-16 00:00:00
288,TICKET-1288,Low,open,Security,Laptop not turning on,User reported an IT issue requiring support team assistance.,2024-11-26,2024-12-01,admin,2024-11-26 00:00:00
289,TICKET-1289,Medium,open,Network,Network connectivity issue,User reported an IT issue requiring support team assistance.,2024-12-30,2025-01-05,it_support,2024-12-30 00:00:00
290,TICKET-1290,Medium,in_progress,Security,Laptop not turning on,User reported an IT issue requiring support team assistance.,2024-09-05,2024-09-05,analyst1,2024-09-05 00:00:00
291,TICKET-1291,Low,open,Email,Password reset request,User reported an IT issue requiring support team assistance.,2025-02-04,2025-02-10,soc_user,2025-02-04 00:00:00
292,TICKET-1292,Medium,open,Access,VPN not connecting,User reported an IT issue requiring support team assistance.,2025-03-10,2025-03-14,admin,2025-03-10 00:00:00
293,TICKET-1293,High,open,Email,Email not syncing,User reported an IT issue requiring support team assistance.,2025-06-26,2025-06-27,admin,2025-06-26 00:00:00
294,TICKET-1294,High,in_progress,Access,Printer not working,User reported an IT issue requiring support team assistance.,2025-09-08,2025-09-13,analyst1,2025-09-08 00:00:00
295,TICKET-1295,Medium,closed,Email,Security alert investigation,User reported an IT issue requiring support team assistance.,2025-09-30,2025-10-10,admin,2025-09-30 00:00:00
296,TICKET-1296,Medium,closed,Email,Slow system performance,User reported an IT issue requiring support team assistance.,2025-07-01,2025-07-07,soc_user,2025-07-01 00:00:00
297,TICKET-1297,Low,closed,Email,Password reset request,User reported an IT issue requiring support team assistance.,2025-05-16,2025-05-22,admin,2025-05-16 00:00:00
298,TICKET-1298,Critical,closed,Access,Software installation request,User reported an IT issue requiring support team assistance.,2025-04-01,2025-04-09,analyst1,2025-04-01 00:00:00
299,TICKET-1299,Medium,open,Email,Email not syncing,User reported an IT issue requiring support team assistance.,2025-08-21,2025-08-25,soc_user,2025-08-21 00:00:00
300,TICKET-1300,High,closed,Access,Slow system performance,User reported an IT issue requiring support team assistance.,2025-10-23,2025-11-01,soc_user,2025-10-23 00:00:00
301,TICKET-1301,High,open,Access,Software installation request,User reported an IT issue requiring support team assistance.,2025-11-20,2025-11-24,soc_user,2025-11-20 00:00:00
302,TICKET-1302,Low,resolved,Software,VPN not connecting,User reported an IT issue requiring support team assistance.,2025-09-13,2025-09-17,soc_user,2025-09-13 00:00:00
303,TICKET-1303,Critical,resolved,Email,Printer not working,User reported an IT issue requiring support team assistance.,2024-05-28,2024-05-30,analyst1,2024-05-28 00:00:00
304,TICKET-1304,Low,resolved,Access,System access issue,User reported an IT issue requiring support team assistance.,2024-02-05,2024-02-07,soc_user,2024-02-05 00:00:00
305,TICKET-1305,Critical,in_progress,Access,Email not syncing,User reported an IT issue requiring support team assistance.,2025-03-15,2025-03-23,it_support,2025-03-15 00:00:00
306,TICKET-1306,Medium,in_progress,Security,Software installation request,User reported an IT issue requiring support team assistance.,2024-02-28,2024-03-02,soc_user,2024-02-28 00:00:00
307,TICKET-1307,Low,open,Email,VPN not connecting,User reported an IT issue requiring support team assistance.,2024-06-06,2024-06-15,analyst2,2024-06-06 00:00:00
308,TICKET-1308,Medium,resolved,Email,VPN not connecting,User reported an IT issue requiring support team assistance.,2024-05-15,2024-05-16,soc_user,2024-05-15 00:00:00
309,TICKET-1309,Critical,closed,Security,System access issue,User reported an IT issue requiring support team assistance.,2024-12-25,2024-12-30,analyst1,2024-12-25 00:00:00
310,TICKET-1310,Medium,in_progress,Network,Printer not working,User reported an IT issue requiring support team assistance.,2025-06-19,2025-06-21,soc_user,2025-06-19 00:00:00
311,TICKET-1311,Critical,closed,Access,Email not syncing,User reported an IT issue requiring support team assistance.,2025-06-28,2025-06-29,it_support,2025-06-28 00:00:00
312,TICKET-1312,Low,open,Hardware,Network connectivity issue,User reported an IT issue requiring support team assistance.,2024-08-22,2024-08-22,soc_user,2024-08-22 00:00:00
313,TICKET-1313,Medium,resolved,Access,Laptop not turning on,User reported an IT issue requiring support team assistance.,2024-11-28,2024-12-04,admin,2024-11-28 00:00:00
314,TICKET-1314,Medium,open,Security,Laptop not turning on,User reported an IT issue requiring support team assistance.,2024-03-18,2024-03-22,soc_user,2024-03-18 00:00:00
315,TICKET-1315,Low,resolved,Access,Software installation request,User reported an IT issue requiring support team assistance.,2025-03-17,2025-03-24,analyst2,2025-03-17 00:00:00
316,TICKET-1316,High,open,Hardware,Password reset request,User reported an IT issue requiring support team assistance.,2025-01-10,2025-01-20,it_support,2025-01-10 00:00:00
317,TICKET-1317,Low,in_progress,Network,Network connectivity issue,User reported an IT issue requiring support team assistance.,2024-04-17,2024-04-20,it_support,2024-04-17 00:00:00
318,TICKET-1318,Critical,in_progress,Hardware,Software installation request,User reported an IT issue requiring support team assistance.,2024-11-13,2024-11-15,soc_user,2024-11-13 00:00:00
319,TICKET-1319,Critical,open,Access,Printer not working,User reported an IT issue requiring support team assistance.,2025-11-26,2025-12-02,admin,2025-11-26 00:00:00
320,TICKET-1320,Low,resolved,Access,Software installation request,User reported an IT issue requiring support team assistance.,2025-09-26,2025-10-01,analyst2,2025-09-26 00:00:00
321,TICKET-1321,Low,in_progress,Access,VPN not connecting,User reported an IT issue requiring support team assistance.,2024-04-17,2024-04-26,analyst2,2024-04-17 00:00:00
322,TICKET-1322,Medium,open,Hardware,Printer not working,User reported an IT issue requiring support team assistance.,2024-10-29,2024-11-06,analyst2,2024-10-29 00:00:00
323,TICKET-1323,Critical,in_progress,Email,Network connectivity issue,User reported an IT issue requiring support team assistance.,2024-03-03,2024-03-13,analyst1,2024-03-03 00:00:00
324,TICKET-1324,Critical,resolved,Network,VPN not connecting,User reported an IT issue requiring support team assistance.,2025-10-17,2025-10-20,analyst1,2025-10-17 00:00:00
325,TICKET-1325,Critical,resolved,Network,Email not syncing,User reported an IT issue requiring support team assistance.,2024-10-01,2024-10-02,admin,2024-10-01 00:00:00
326,TICKET-1326,Critical,resolved,Email,VPN not connecting,User reported an IT issue requiring support team assistance.,2025-05-02,2025-05-05,admin,2025-05-02 00:00:00
327,TICKET-1327,High,in_progress,Email,Laptop not turning on,User reported an IT issue requiring support team assistance.,2025-09-21,2025-09-22,admin,2025-09-21 00:00:00
328,TICKET-1328,Critical,open,Access,Password reset request,User reported an IT issue requiring support team assistance.,2025-11-16,2025-11-25,analyst1,2025-11-16 00:00:00
329,TICKET-1329,Low,resolved,Hardware,Slow system performance,User reported an IT issue requiring support team assistance.,2025-02-19,2025-02-27,analyst2,2025-02-19 00:00:00
330,TICKET-1330,Medium,resolved,Hardware,Security alert investigation,User reported an IT issue requiring support team assistance.,2024-11-02,2024-11-06,analyst1,2024-11-02 00:00:00
331,TICKET-1331,Medium,resolved,Hardware,Printer not working,User reported an IT issue requiring support team assistance.,2025-07-07,2025-07-12,analyst2,2025-07-07 00:00:00
332,TICKET-1332,Critical,closed,Software,Security alert investigation,User reported an IT issue requiring support team assistance.,2025-02-16,2025-02-24,soc_user,2025-02-16 00:00:00
333,TICKET-1333,Critical,closed,Software,VPN not connecting,User reported an IT issue requiring support team assistance.,2024-08-28,2024-09-07,it_support,2024-08-28 00:00:00
